Time	Node	FaceId	FaceDescr	Type	Packets	Kilobytes	PacketRaw	KilobytesRaw
1.5	0	257	netdev://[00:00:00:00:00:01]	InInterests	1.6	0.04375	1	0.0273438
1.5	0	257	netdev://[00:00:00:00:00:01]	OutInterests	1.6	0.04375	1	0.0273438
1.5	0	257	netdev://[00:00:00:00:00:01]	InData	0	0	0	0
1.5	0	257	netdev://[00:00:00:00:00:01]	OutData	0	0	0	0
1.5	0	257	netdev://[00:00:00:00:00:01]	InNacks	0	0	0	0
1.5	0	257	netdev://[00:00:00:00:00:01]	OutNacks	0	0	0	0
1.5	0	257	netdev://[00:00:00:00:00:01]	InSatisfiedInterests	0	0	0	0
1.5	0	257	netdev://[00:00:00:00:00:01]	InTimedOutInterests	0	0	0	0
1.5	0	257	netdev://[00:00:00:00:00:01]	OutSatisfiedInterests	0	0	0	0
1.5	0	257	netdev://[00:00:00:00:00:01]	OutTimedOutInterests	0	0	0	0
1.5	0	258	appFace://	InInterests	0	0	0	0
1.5	0	258	appFace://	OutInterests	1.6	0	1	0
1.5	0	258	appFace://	InData	0	0	0	0
1.5	0	258	appFace://	OutData	1.6	0.540625	1	0.337891
1.5	0	258	appFace://	InNacks	0	0	0	0
1.5	0	258	appFace://	OutNacks	0	0	0	0
1.5	0	258	appFace://	InSatisfiedInterests	0	0	0	0
1.5	0	258	appFace://	InTimedOutInterests	0	0	0	0
1.5	0	258	appFace://	OutSatisfiedInterests	0	0	0	0
1.5	0	258	appFace://	OutTimedOutInterests	0	0	0	0
1.5	0	259	appFace://	InInterests	1.6	0	1	0
1.5	0	259	appFace://	OutInterests	0	0	0	0
1.5	0	259	appFace://	InData	0	0	0	0
1.5	0	259	appFace://	OutData	0	0	0	0
1.5	0	259	appFace://	InNacks	0	0	0	0
1.5	0	259	appFace://	OutNacks	0	0	0	0
1.5	0	259	appFace://	InSatisfiedInterests	0	0	0	0
1.5	0	259	appFace://	InTimedOutInterests	0	0	0	0
1.5	0	259	appFace://	OutSatisfiedInterests	0	0	0	0
1.5	0	259	appFace://	OutTimedOutInterests	0	0	0	0
1.5	0	-1	all	SatisfiedInterests	1.92	0	1	0
1.5	0	-1	all	TimedOutInterests	0	0	0	0
1.5	1	1	internal://	InInterests	0	0	0	0
1.5	1	1	internal://	OutInterests	0	0	0	0
1.5	1	1	internal://	InData	0	0	0	0
1.5	1	1	internal://	OutData	0	0	0	0
1.5	1	1	internal://	InNacks	0	0	0	0
1.5	1	1	internal://	OutNacks	0	0	0	0
1.5	1	1	internal://	InSatisfiedInterests	0	0	0	0
1.5	1	1	internal://	InTimedOutInterests	0	0	0	0
1.5	1	1	internal://	OutSatisfiedInterests	1.92	0	1	0
1.5	1	1	internal://	OutTimedOutInterests	0	0	0	0
1.5	1	2	internal://	InInterests	0	0	0	0
1.5	1	2	internal://	OutInterests	0	0	0	0
1.5	1	2	internal://	InData	0	0	0	0
1.5	1	2	internal://	OutData	0	0	0	0
1.5	1	2	internal://	InNacks	0	0	0	0
1.5	1	2	internal://	OutNacks	0	0	0	0
1.5	1	2	internal://	InSatisfiedInterests	0.192	0	0	0
1.5	1	2	internal://	InTimedOutInterests	0	0	0	0
1.5	1	2	internal://	OutSatisfiedInterests	0	0	0	0
1.5	1	2	internal://	OutTimedOutInterests	0	0	0	0
1.5	1	256	internal://	InInterests	0	0	0	0
1.5	1	256	internal://	OutInterests	0	0	0	0
1.5	1	256	internal://	InData	0	0	0	0
1.5	1	256	internal://	OutData	0	0	0	0
1.5	1	256	internal://	InNacks	0	0	0	0
1.5	1	256	internal://	OutNacks	0	0	0	0
1.5	1	256	internal://	InSatisfiedInterests	1.728	0	1	0
1.5	1	256	internal://	InTimedOutInterests	0	0	0	0
1.5	1	256	internal://	OutSatisfiedInterests	0	0	0	0
1.5	1	256	internal://	OutTimedOutInterests	0	0	0	0
1.5	1	257	netdev://[00:00:00:00:00:02]	InInterests	1.6	0.04375	1	0.0273438
1.5	1	257	netdev://[00:00:00:00:00:02]	OutInterests	1.6	0.04375	1	0.0273438
1.5	1	257	netdev://[00:00:00:00:00:02]	InData	0	0	0	0
1.5	1	257	netdev://[00:00:00:00:00:02]	OutData	0	0	0	0
1.5	1	257	netdev://[00:00:00:00:00:02]	InNacks	0	0	0	0
1.5	1	257	netdev://[00:00:00:00:00:02]	OutNacks	0	0	0	0
1.5	1	257	netdev://[00:00:00:00:00:02]	InSatisfiedInterests	0	0	0	0
1.5	1	257	netdev://[00:00:00:00:00:02]	InTimedOutInterests	0	0	0	0
1.5	1	257	netdev://[00:00:00:00:00:02]	OutSatisfiedInterests	0	0	0	0
1.5	1	257	netdev://[00:00:00:00:00:02]	OutTimedOutInterests	0	0	0	0
1.5	1	258	appFace://	InInterests	0	0	0	0
1.5	1	258	appFace://	OutInterests	1.6	0	1	0
1.5	1	258	appFace://	InData	0	0	0	0
1.5	1	258	appFace://	OutData	1.6	0.540625	1	0.337891
1.5	1	258	appFace://	InNacks	0	0	0	0
1.5	1	258	appFace://	OutNacks	0	0	0	0
1.5	1	258	appFace://	InSatisfiedInterests	0	0	0	0
1.5	1	258	appFace://	InTimedOutInterests	0	0	0	0
1.5	1	258	appFace://	OutSatisfiedInterests	0	0	0	0
1.5	1	258	appFace://	OutTimedOutInterests	0	0	0	0
1.5	1	259	appFace://	InInterests	1.6	0	1	0
1.5	1	259	appFace://	OutInterests	0	0	0	0
1.5	1	259	appFace://	InData	0	0	0	0
1.5	1	259	appFace://	OutData	0	0	0	0
1.5	1	259	appFace://	InNacks	0	0	0	0
1.5	1	259	appFace://	OutNacks	0	0	0	0
1.5	1	259	appFace://	InSatisfiedInterests	0	0	0	0
1.5	1	259	appFace://	InTimedOutInterests	0	0	0	0
1.5	1	259	appFace://	OutSatisfiedInterests	0	0	0	0
1.5	1	259	appFace://	OutTimedOutInterests	0	0	0	0
1.5	1	-1	all	SatisfiedInterests	1.92	0	1	0
1.5	1	-1	all	TimedOutInterests	0	0	0	0
2	0	1	internal://	InInterests	0	0	0	0
2	0	1	internal://	OutInterests	0	0	0	0
2	0	1	internal://	InData	0	0	0	0
2	0	1	internal://	OutData	0	0	0	0
2	0	1	internal://	InNacks	0	0	0	0
2	0	1	internal://	OutNacks	0	0	0	0
2	0	1	internal://	InSatisfiedInterests	0	0	0	0
2	0	1	internal://	InTimedOutInterests	0	0	0	0
2	0	1	internal://	OutSatisfiedInterests	0.384	0	0	0
2	0	1	internal://	OutTimedOutInterests	0	0	0	0
2	0	2	internal://	InInterests	0	0	0	0
2	0	2	internal://	OutInterests	0	0	0	0
2	0	2	internal://	InData	0	0	0	0
2	0	2	internal://	OutData	0	0	0	0
2	0	2	internal://	InNacks	0	0	0	0
2	0	2	internal://	OutNacks	0	0	0	0
2	0	2	internal://	InSatisfiedInterests	0.0384	0	0	0
2	0	2	internal://	InTimedOutInterests	0	0	0	0
2	0	2	internal://	OutSatisfiedInterests	0	0	0	0
2	0	2	internal://	OutTimedOutInterests	0	0	0	0
2	0	256	internal://	InInterests	0	0	0	0
2	0	256	internal://	OutInterests	0	0	0	0
2	0	256	internal://	InData	0	0	0	0
2	0	256	internal://	OutData	0	0	0	0
2	0	256	internal://	InNacks	0	0	0	0
2	0	256	internal://	OutNacks	0	0	0	0
2	0	256	internal://	InSatisfiedInterests	0.3456	0	0	0
2	0	256	internal://	InTimedOutInterests	0	0	0	0
2	0	256	internal://	OutSatisfiedInterests	0	0	0	0
2	0	256	internal://	OutTimedOutInterests	0	0	0	0
2	0	257	netdev://[00:00:00:00:00:01]	InInterests	0.32	0.00875	0	0
2	0	257	netdev://[00:00:00:00:00:01]	OutInterests	0.32	0.00875	0	0
2	0	257	netdev://[00:00:00:00:00:01]	InData	0	0	0	0
2	0	257	netdev://[00:00:00:00:00:01]	OutData	0	0	0	0
2	0	257	netdev://[00:00:00:00:00:01]	InNacks	0	0	0	0
2	0	257	netdev://[00:00:00:00:00:01]	OutNacks	0	0	0	0
2	0	257	netdev://[00:00:00:00:00:01]	InSatisfiedInterests	0	0	0	0
2	0	257	netdev://[00:00:00:00:00:01]	InTimedOutInterests	0	0	0	0
2	0	257	netdev://[00:00:00:00:00:01]	OutSatisfiedInterests	0	0	0	0
2	0	257	netdev://[00:00:00:00:00:01]	OutTimedOutInterests	0	0	0	0
2	0	258	appFace://	InInterests	0	0	0	0
2	0	258	appFace://	OutInterests	0.32	0	0	0
2	0	258	appFace://	InData	0	0	0	0
2	0	258	appFace://	OutData	0.32	0.108125	0	0
2	0	258	appFace://	InNacks	0	0	0	0
2	0	258	appFace://	OutNacks	0	0	0	0
2	0	258	appFace://	InSatisfiedInterests	0	0	0	0
2	0	258	appFace://	InTimedOutInterests	0	0	0	0
2	0	258	appFace://	OutSatisfiedInterests	0	0	0	0
2	0	258	appFace://	OutTimedOutInterests	0	0	0	0
2	0	259	appFace://	InInterests	1.92	0	1	0
2	0	259	appFace://	OutInterests	0	0	0	0
2	0	259	appFace://	InData	0	0	0	0
2	0	259	appFace://	OutData	0	0	0	0
2	0	259	appFace://	InNacks	0	0	0	0
2	0	259	appFace://	OutNacks	0	0	0	0
2	0	259	appFace://	InSatisfiedInterests	0	0	0	0
2	0	259	appFace://	InTimedOutInterests	0	0	0	0
2	0	259	appFace://	OutSatisfiedInterests	0	0	0	0
2	0	259	appFace://	OutTimedOutInterests	0	0	0	0
2	0	-1	all	SatisfiedInterests	0.384	0	0	0
2	0	-1	all	TimedOutInterests	0	0	0	0
2	1	1	internal://	InInterests	0	0	0	0
2	1	1	internal://	OutInterests	0	0	0	0
2	1	1	internal://	InData	0	0	0	0
2	1	1	internal://	OutData	0	0	0	0
2	1	1	internal://	InNacks	0	0	0	0
2	1	1	internal://	OutNacks	0	0	0	0
2	1	1	internal://	InSatisfiedInterests	0	0	0	0
2	1	1	internal://	InTimedOutInterests	0	0	0	0
2	1	1	internal://	OutSatisfiedInterests	0.384	0	0	0
2	1	1	internal://	OutTimedOutInterests	0	0	0	0
2	1	2	internal://	InInterests	0	0	0	0
2	1	2	internal://	OutInterests	0	0	0	0
2	1	2	internal://	InData	0	0	0	0
2	1	2	internal://	OutData	0	0	0	0
2	1	2	internal://	InNacks	0	0	0	0
2	1	2	internal://	OutNacks	0	0	0	0
2	1	2	internal://	InSatisfiedInterests	0.0384	0	0	0
2	1	2	internal://	InTimedOutInterests	0	0	0	0
2	1	2	internal://	OutSatisfiedInterests	0	0	0	0
2	1	2	internal://	OutTimedOutInterests	0	0	0	0
2	1	256	internal://	InInterests	0	0	0	0
2	1	256	internal://	OutInterests	0	0	0	0
2	1	256	internal://	InData	0	0	0	0
2	1	256	internal://	OutData	0	0	0	0
2	1	256	internal://	InNacks	0	0	0	0
2	1	256	internal://	OutNacks	0	0	0	0
2	1	256	internal://	InSatisfiedInterests	0.3456	0	0	0
2	1	256	internal://	InTimedOutInterests	0	0	0	0
2	1	256	internal://	OutSatisfiedInterests	0	0	0	0
2	1	256	internal://	OutTimedOutInterests	0	0	0	0
2	1	257	netdev://[00:00:00:00:00:02]	InInterests	0.32	0.00875	0	0
2	1	257	netdev://[00:00:00:00:00:02]	OutInterests	0.32	0.00875	0	0
2	1	257	netdev://[00:00:00:00:00:02]	InData	0	0	0	0
2	1	257	netdev://[00:00:00:00:00:02]	OutData	0	0	0	0
2	1	257	netdev://[00:00:00:00:00:02]	InNacks	0	0	0	0
2	1	257	netdev://[00:00:00:00:00:02]	OutNacks	0	0	0	0
2	1	257	netdev://[00:00:00:00:00:02]	InSatisfiedInterests	0	0	0	0
2	1	257	netdev://[00:00:00:00:00:02]	InTimedOutInterests	0	0	0	0
2	1	257	netdev://[00:00:00:00:00:02]	OutSatisfiedInterests	0	0	0	0
2	1	257	netdev://[00:00:00:00:00:02]	OutTimedOutInterests	0	0	0	0
2	1	258	appFace://	InInterests	0	0	0	0
2	1	258	appFace://	OutInterests	0.32	0	0	0
2	1	258	appFace://	InData	0	0	0	0
2	1	258	appFace://	OutData	0.32	0.108125	0	0
2	1	258	appFace://	InNacks	0	0	0	0
2	1	258	appFace://	OutNacks	0	0	0	0
2	1	258	appFace://	InSatisfiedInterests	0	0	0	0
2	1	258	appFace://	InTimedOutInterests	0	0	0	0
2	1	258	appFace://	OutSatisfiedInterests	0	0	0	0
2	1	258	appFace://	OutTimedOutInterests	0	0	0	0
2	1	259	appFace://	InInterests	1.92	0	1	0
2	1	259	appFace://	OutInterests	0	0	0	0
2	1	259	appFace://	InData	0	0	0	0
2	1	259	appFace://	OutData	0	0	0	0
2	1	259	appFace://	InNacks	0	0	0	0
2	1	259	appFace://	OutNacks	0	0	0	0
2	1	259	appFace://	InSatisfiedInterests	0	0	0	0
2	1	259	appFace://	InTimedOutInterests	0	0	0	0
2	1	259	appFace://	OutSatisfiedInterests	0	0	0	0
2	1	259	appFace://	OutTimedOutInterests	0	0	0	0
2	1	-1	all	SatisfiedInterests	0.384	0	0	0
2	1	-1	all	TimedOutInterests	0	0	0	0
